run_seed,test_accuracy,macro_precision,macro_recall,clean_train_acc,clean_val_acc,gap,wall_clock_sec
0,0.495,0.5088833605732076,0.4976540160256707,0.527400016784668,0.4934999942779541,0.03390002250671387,11.497686386108398
1,0.5083333333333333,0.525295117627963,0.5077265269949097,0.5504000186920166,0.5090000033378601,0.041400015354156494,9.260564804077148
2,0.528,0.5315515292216964,0.5275391075686396,0.5960000157356262,0.5260000228881836,0.06999999284744263,8.239721059799194
3,0.5033333333333333,0.5337926079637825,0.5042804332558071,0.5566999912261963,0.5059999823570251,0.05070000886917114,6.571712970733643
4,0.5326666666666666,0.5440040293803052,0.5314421550955652,0.5784000158309937,0.5220000147819519,0.05640000104904175,4.2337117195129395
